claim,label
A photograph captures President Obama pointing at a nude painting of Donald Trump.,false
"In a twist, Colorado asks EPA to lower state�s air rating.",true
Georgia aims to ease virus spread among Hispanic residents.,true
"""A """"liberal Democrat"""" judge released on bond a Muslim extremist who trained children at a New Mexico compound to become school shooters.""",mixture
Alan Grayson Says Daniel Webster thinks wives should submit to their husbands.,false
Novartis's cancer therapy wins UK backing after initial lymphoma snub.,true
"""San Francisco has spent $72.5 million this fiscal year cleaning up human waste and drug paraphernalia"""" and """"there are more drug users on their public needle program than high school graduates.""",false
"Chinese communities rattled by virus, cancel new year events.",true
DNC staffer Seth Rich was gunned down to prevent him from meeting with the FBI over plans to testify against Hillary Clinton.,false
"Nevada has 94 new coronavirus cases, pushing total to 1,836.",true
"""Barack Obama Says he """"will protect your guaranteed benefits"""" in Medicare while """"Mitt Romney would take away Medicare as guaranteed benefits.""",mixture
Eating Foods High in Vitamin C Cuts Risk of Cataract Progression by a Third,mixture
Illinois lawmakers plan 2nd Legionnaires� disease hearing.,true
Furiex irritable bowel syndrome drug succeeds in large trials.,true
Nearly 60 percent of women who use birth control do so for more than just family planning.,true
Scientists have created a human-gorilla hybrid called Hurilla.,false
"Capsaicin, the spice-causing molecule in chili peppers, can help beat breast cancer.",unproven
Scientists to cook world's first in-vitro beef burger.,true
Drinking boiled garlic water will cure COVID-19.,false
"Faced with a shortage of face masks, some U.S. doctors make their own.",true
Italy court ruling links mobile phone use to tumor.,true
Technique improves breast reduction outcomes,mixture
Oregon plans meetings on proposed controlled burn rules.,true
"""Sororities are outlawed on certain campuses because local """"brothel laws"""" prohibit more than a specified number of females from living together.""",false
Windsor doctor joining direct primary care movement.,true
"""New kind of gene """"silencing"""" drug works in monkeys.""",true
Activists warn Balkan rivers at risk from hydropower plants.,true
A photograph shows a red blood cell on the tip of a needle.,mixture
Cholesterol Drugs May Treat Psoriasis,false
Fireball whisky is being recalled due to concerns over a dangerous ingredient.,mixture
From parade to pandemic: Museum looks at 1918?s deadly flu.,true
Teen baseball player finds alternative to Tommy John surgery.,true
Anti-inflammatory diet could reduce risk of bone loss in women,true
Colleges� message to ease student stress: Failure is normal.,true
Illinois illnesses from insect bites increased by 58 percent.,true
Roughly 700 Georgians die needlessly each year because they are too far from a trauma center.,false
"New Support for Home Births U.K. board NICE, in a surprise, rules having a baby at home is safer than a hospital in some low-risk pregnancies",true
"As attorney general, I have prosecuted judges, district attorneys and other public officials across Texas who violated that (public) trust, who have been corrupted.",true
A database police use to look up wanted suspects excludes certain warrants issued by Atlanta Municipal Court.,true
Less body fat for toddlers taking vitamin D,mixture
"""A study proved e-cigarette use (or vaping) leads to an incurable condition known as """"popcorn lung.""",mixture
Massachusetts collecting data on possible vaping illnesses.,true
"""Said�President Barack Obama """"said he was going to stop (signature strikes).""",false
"The House of Representatives just voted 300-131 to remove �country-of-origin labeling� on chicken, pork, and beef sold in the U.S.",true
"""Beyond Meat"""" and """"Impossible Burger"""" foods have nearly identical ingredients to dog food.""",false
We have had over 40 days this summer where it was unsafe to breathe the air.,mixture
PCSK9-Inhibitor Drug Class That Grew Out of UT Southwestern Research Becomes a Game-Changer for Patient with Extremely High Cholesterol,false
Producers grapple with UW Health�s shift from local food.,true
Device treatment may silence ringing in the ears.,true
� An abandoned �ghost ship� full of Ebola-infected rats will make landfall in Florida. ,false
"""Brett Hulsey Says opponent Mary Burke told reporters she would have """"required workers to give up bargained-for healthcare and retirement benefits like Gov. Walker.""",false
"Education, climate change, health care on lawmakers� agenda.",true
An advertisement sought paid participants to take part in the Central American caravan to the U.S.,false
The soft drinks Coca-Cola and Pepsi used as pesticides by farmers in India.,mixture
California governor has doubts about tougher vaccine rules.,true
A prenatal fix to a twin threat,false
"In 1998, Senator Chuck Schumer was caught taking $1 million in excessive campaign contributions and failing to properly disclose $4.6 million in expenses, for which he was fined $138,000.",mixture
�People Of Color May Be Immune To The Coronavirus Because Of Melanin.�,false
Knee Replacement Getting Easier,false
"""The 'Old Farmer's Almanac' predicted an """"alarming number of snowstorms"""" for the 2019 to 2020 winter season.""",false
"Too soon to ease anti-virus curbs, Swiss say as new cases decelerate.",true
Federal lawsuit targets West Virginia foster care system.,true
Protein urine test may signal prostate cancer,false
Marijuana contains 50 to 70 percent more carcinogenic hydrocarbons than tobacco.,false
"Death toll nears 400 in India's flood-hit Kerala, dozens missing.",true
Condom manufacturer Durex created a coronavirus advertisement comparing face masks to condoms.,unproven
Researchers Make Progress With Insomnia,mixture
"""Kathryn Starkey """"joined forces with liberal Democrats on a historic sales tax hike.""",false
Twenty-three states have agreed to enact a total ban on all forms of hollow point ammunition.,false
Kentucky issues harmful algae warning for Ohio River.,true
North Carolina confirms 2nd death from Legionnaires� disease.,true
" A commentary titled, �Getting to Know the Real John McCain� by Burma Davis Posey began making the rounds in August 2017 after Senator McCain voted against the GOP�s plan to repeal Obamacare. ",true
"""The folks in Washington"""" are """"already forcing you to buy government health care.""",false
"""Tom DeLay Says most illegal immigrants draw """"welfare benefits, they�re sending their kids to school, they�re using the public services.""",mixture
Acupressure for menstrual pain,true
Study: Iowa nitrogen pollution in the water is getting worse.,true
Health Experts Call For Heart Checkups For Kids,false
